RXNORM_id	name	moa	parents	pe
56798	sulconazole nitrate	14-alpha Demethylase Inhibitors	S [Preparations]	Decreased Cell Wall Integrity
32638	oxiconazole	14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors	Azole Antifungal|O [Preparations]	Decreased Cell Wall Integrity
7597	nystatin	Ergosterol Synthesis Inhibitors	N [Preparations]|Polyene Antifungal	Decreased Cell Wall Integrity
2588846	levoketoconazole	Cytochrome P450 17A1 Inhibitors|P-Glycoprotein Inhibitors|Cytochrome P450 2B6 Inhibitors|Cytochrome P450 3A4 Inhibitors|Cytochrome P450 2C8 Inhibitors|Organic Cation Transporter 2 Inhibitors|Cytochrome P450 3A5 Inhibitors|14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors|Cytochrome P450 11A1 Inhibitors|Cytochrome P450 11B1 Inhibitors|Multidrug and Toxin Extrusion Transporter 1 Inhibitors	L [Preparations]|Cortisol Synthesis Inhibitor	Decreased Cell Wall Integrity|Decreased Cell Membrane Integrity
6932	miconazole	14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors	Azole Antifungal|M [Preparations]	Decreased Cell Wall Integrity|Decreased Cell Membrane Integrity
1546369	gentian violet cation	Unknown Cellular or Molecular Interaction	G [Preparations]	Unknown Physiological Effect
6135	ketoconazole	P-Glycoprotein Inhibitors|Cytochrome P450 3A4 Inhibitors|Cytochrome P450 3A5 Inhibitors|14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors	Azole Antifungal|K [Preparations]	Decreased Cell Wall Integrity|Decreased Cell Membrane Integrity
732	amphotericin B	Ergosterol Synthesis Inhibitors	Lipid-based Polyene Antifungal|A [Preparations]|Polyene Antifungal	Decreased Cell Wall Integrity
2054252	migalastat	Enzyme Interactions	M [Preparations]	Lipid Metabolism Alteration
2054264	migalastat hydrochloride	Enzyme Interactions	M [Preparations]	Lipid Metabolism Alteration
338817	agalsidase beta	Cellular or Molecular Interactions	Hydrolytic Lysosomal Neutral Glycosphingolipid-specific Enzyme|A [Preparations]	Lipid Metabolism Alteration
2637445	pegunigalsidase alfa-iwxj		P [Preparations]	Glycosphingolipid Synthesis Increase
2637446	pegunigalsidase alfa		P [Preparations]	Glycosphingolipid Synthesis Increase
282388	imatinib	Cytochrome P450 2D6 Inhibitors|Cytochrome P450 3A4 Inhibitors|Protein Kinase Inhibitors|Bcr-Abl Tyrosine Kinase Inhibitors	I [Preparations]|Kinase Inhibitor	Cellular Proliferation Alteration|Increased T Lymphocyte Destruction
284924	imatinib mesylate	Protein Kinase Inhibitors|Bcr-Abl Tyrosine Kinase Inhibitors	I [Preparations]	Cellular Proliferation Alteration|Connective Tissue Alteration|Increased T Lymphocyte Destruction
1919083	midostaurin	Protein Kinase Inhibitors|Receptor Tyrosine Kinase Inhibitors	M [Preparations]|Kinase Inhibitor	Cellular Proliferation Alteration|Increased Cellular Death
4885	glutamine	Biological Macromolecular Activity	Amino Acid|G [Preparations]	Metabolic Activity Alteration
1364468	teduglutide	Glucagon-like Peptide-2 (GLP-2) Agonists	T [Preparations]|GLP-2 Analog	
25916	glutamic acid	Biological Macromolecular Activity	G [Preparations]	Metabolic Activity Alteration
5463	hyaluronic acid	Biological Macromolecular Activity	H [Preparations]	Connective Tissue Alteration|Generalized Systemic Effects
1299928	zinc sulfate anhydrous	Electrolyte Activity|Acid-Base Activity|Enzyme Interactions	Z [Preparations]	Astringent Activity
1440975	zinc gluconate trihydrate	Acid-Base Activity|Electrolyte Activity|Enzyme Interactions	Z [Preparations]	
1309410	zinc sulfate monohydrate	Electrolyte Activity|Acid-Base Activity|Enzyme Interactions	Z [Preparations]	Astringent Activity
1311282	zinc sulfate, heptahydrate	Acid-Base Activity|Electrolyte Activity|Enzyme Interactions	Z [Preparations]	Astringent Activity
1299637	anhydrous zinc acetate	Electrolyte Activity|Acid-Base Activity|Enzyme Interactions	A [Preparations]	
898492	collagenase Clostridium histolyticum	Enzyme Activators	Collagen-specific Enzyme|C [Preparations]	Dermatologic Activity Alteration
62372	hyaluronate		H [Preparations]	
58939	collagenase	Enzyme Activators	Collagen-specific Enzyme|C [Preparations]	Dermatologic Activity Alteration
42892	sodium hyaluronate	Biological Macromolecular Activity	S [Preparations]	Connective Tissue Alteration|Generalized Systemic Effects
39937	zinc chloride	Electrolyte Activity|Acid-Base Activity|Enzyme Interactions	Z [Preparations]	Astringent Activity
39954	zinc sulfate	Acid-Base Activity|Electrolyte Activity|Enzyme Interactions	Z [Preparations]	Astringent Activity
58295	zinc acetate	Electrolyte Activity|Acid-Base Activity|Enzyme Interactions	Z [Preparations]	
58300	zinc gluconate	Acid-Base Activity|Electrolyte Activity|Enzyme Interactions	Z [Preparations]	
2198976	sodium acetylated hyaluronate		S [Preparations]	
1597876	nivolumab	Programmed Death Receptor-1-directed Antibody Interactions	N [Preparations]|Programmed Death Receptor-1 Blocking Antibody	Increased Lymphocyte Cell Production
1547545	pembrolizumab	Programmed Death Receptor-1-directed Antibody Interactions	P [Preparations]|Programmed Death Receptor-1 Blocking Antibody	
466523	doxorubicin hydrochloride liposome	Topoisomerase 2 Inhibitors|Topoisomerase Inhibitors	D [Preparations]	Decreased DNA Integrity|Decreased RNA Integrity
314513	BCG, live, Montreal strain	Immunologic Adjuvants	B [Preparations]	Actively Acquired Immunity|Increased Antibody Production|Increased Antibody Activity
3639	doxorubicin	Topoisomerase 2 Inhibitors|Topoisomerase Inhibitors	Anthracycline Topoisomerase Inhibitor|D [Preparations]	Decreased DNA Integrity|Decreased RNA Integrity
221050	BCG, live, Tice strain	Immunologic Adjuvants	Live Attenuated Bacillus Calmette-Guerin Immunotherapy|Live Attenuated Bacillus Calmette-Guerin Vaccine|B [Preparations]	Increased Macrophage Proliferation|Actively Acquired Immunity|Increased Antibody Activity|Increased Antibody Production|Increased Immunologically Active Molecule Activity
10473	thiotepa	Alkylating Activity	Alkylating Drug|T [Preparations]	Decreased DNA Integrity|Decreased DNA Replication
31435	valrubicin	Topoisomerase Inhibitors	V [Preparations]	Decreased DNA Integrity|Decreased DNA Replication
32592	oxaliplatin	Nucleic Acid Synthesis Inhibitors|Physiochemical Activity	Platinum-based Drug|O [Preparations]	Decreased DNA Integrity|Decreased DNA Replication
2596770	nivolumab-rmbw	Programmed Death Receptor-1-directed Antibody Interactions	N [Preparations]	Increased Lymphocyte Cell Production
2268306	enfortumab vedotin-ejfv	Antibody-Soluble Protein Interactions	E [Preparations]	Microtubule Inhibition|Increased Cellular Death
2268307	enfortumab	Antibody-Soluble Protein Interactions	E [Preparations]	Microtubule Inhibition|Increased Cellular Death
2277607	enfortumab vedotin	Antibody-Soluble Protein Interactions	E [Preparations]	Microtubule Inhibition|Increased Cellular Death
1792776	atezolizumab	Programmed Death Receptor-1-directed Antibody Interactions	A [Preparations]|Programmed Death Receptor-1 Blocking Antibody	Increased Immunologic Activity
632	mitomycin	Alkylating Activity|Nucleic Acid Synthesis Inhibitors	Alkylating Drug|M [Preparations]	Decreased DNA Integrity|Decreased RNA Integrity
236081	valacyclovir hydrochloride	DNA Polymerase Inhibitors	V [Preparations]	Decreased DNA Replication
81944	acyclovir sodium	DNA Polymerase Inhibitors	A [Preparations]	Decreased DNA Replication
1426	benzyl alcohol		Pediculicide|B [Preparations]	
73645	valacyclovir	DNA Polymerase Inhibitors	Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor|Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor|Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor|V [Preparations]	Decreased DNA Replication
68099	famciclovir	DNA Polymerase Inhibitors	Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor|F [Preparations]	Decreased DNA Replication
59839	penciclovir	Nucleic Acid Synthesis Inhibitors|DNA Polymerase Inhibitors	Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor|P [Preparations]	Decreased DNA Replication
1000492	resveratrol	Enzyme Inhibitors	R [Preparations]	Vasodilation
281	acyclovir	DNA Polymerase Inhibitors	Herpes Zoster Virus Nucleoside Analog DNA Polymerase Inhibitor|Herpes Simplex Virus Nucleoside Analog DNA Polymerase Inhibitor|Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor|A [Preparations]	Decreased DNA Replication
3435	iodoquinol	Unknown Cellular or Molecular Interaction	I [Preparations]	
52071	linolenic acid	Unknown Cellular or Molecular Interaction	L [Preparations]	Unknown Physiological Effect
1426444	calcium phosphate, monobasic, anhydrous	Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
1356127	risedronate sodium hemi-pentahydrate	Bone Surface Interactions	R [Preparations]	Bone Resorption Inhibition
1356128	risedronate sodium monohydrate	Bone Surface Interactions	R [Preparations]	Bone Resorption Inhibition
1546406	pamidronic acid	Bone Surface Interactions	Bisphosphonate|P [Preparations]	Bone Resorption Inhibition
2123126	romosozumab	Antibody-Receptor Interactions	R [Preparations]	Bone Resorption Inhibition|Bone Formation Stimulation
993449	denosumab	RANK Ligand Blocking Activity	RANK Ligand Inhibitor|D [Preparations]	Bone Resorption Inhibition
236560	calcium dihydrogen phosphate	Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
236916	ibandronate sodium	Bone Surface Interactions	I [Preparations]	Bone Resorption Inhibition
203152	alendronate sodium	Bone Surface Interactions	A [Preparations]	Bone Resorption Inhibition
166551	raloxifene hydrochloride	Selective Estrogen Receptor Modulators	R [Preparations]	Bone Resorption Inhibition|Cholesterol Metabolism Alteration
214342	calcium acetate	Phosphate Chelating Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
236083	alendronic acid	Bone Surface Interactions	Bisphosphonate|A [Preparations]	Bone Resorption Inhibition
114260	teriparatide acetate	Hormone Receptor Agonists	T [Preparations]	Bone Formation Stimulation|Decreased Renal Ca++ Excretion|Decreased Renal PO4-- Excretion|Stimulation Small Intestine Fluid/Electrolyte Absorption
115265	ibandronic acid	Bone Surface Interactions	Bisphosphonate|I [Preparations]	Bone Resorption Inhibition
115264	ibandronate	Bone Surface Interactions	I [Preparations]	Bone Resorption Inhibition
105443	pamidronate disodium	Bone Surface Interactions	P [Preparations]	Bone Resorption Inhibition
72143	raloxifene	Selective Estrogen Receptor Modulators	Estrogen Agonist/Antagonist|R [Preparations]	Bone Resorption Inhibition|Cholesterol Metabolism Alteration
73056	risedronate	Bone Surface Interactions	R [Preparations]	Bone Resorption Inhibition
1311287	calcitonin	Structural Macromolecules	C [Preparations]	Bone Resorption Inhibition|Increased Distal Tubule K+ Excretion|Increased Distal Tubule PO4-- Excretion|Increased Distal Tubule Na+ Excretion|Increased Distal Tubule Mg++ Excretion|Increased Distal Tubule Ca++ Excretion|Stimulation Small Intestine Fluid/Electrolyte Secretion
1909	calcium glycerophosphate	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
1918	calcium pantothenate	Phosphate Chelating Activity|Electrolyte Activity|Enzyme Interactions	C [Preparations]	Bone Resorption Alteration|Cellular Activity Alteration|Increased Renal PO4-- Excretion
1919	calcium phosphate	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
1310463	calcium phosphate, dihydrate	Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
36118	salmon calcitonin	Structural Macromolecules	Calcitonin|S [Preparations]	Bone Resorption Inhibition|Increased Distal Tubule Ca++ Excretion|Increased Distal Tubule Mg++ Excretion|Increased Distal Tubule K+ Excretion|Increased Distal Tubule PO4-- Excretion|Increased Distal Tubule Na+ Excretion|Stimulation Small Intestine Fluid/Electrolyte Secretion
60334	risedronate sodium	Bone Surface Interactions	R [Preparations]	Bone Resorption Inhibition
46041	alendronate	Bone Surface Interactions	A [Preparations]	Bone Resorption Inhibition
47613	calcium citrate	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
47622	calcium lactate	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
47624	calcium levulinate	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
25806	calcium glubionate	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
32915	teriparatide	Hormone Receptor Agonists	Parathyroid Hormone Analog|T [Preparations]	Bone Formation Stimulation|Decreased Renal PO4-- Excretion|Decreased Renal Ca++ Excretion|Stimulation Small Intestine Fluid/Electrolyte Absorption
11473	pamidronate	Bone Surface Interactions	P [Preparations]	Bone Resorption Inhibition
2123180	romosozumab-aqqg	Antibody-Receptor Interactions	R [Preparations]	Bone Resorption Inhibition|Bone Formation Stimulation
2106283	calcium citrate anhydrous	Phosphate Chelating Activity|Electrolyte Activity	C [Preparations]	Bone Resorption Alteration|Increased Renal PO4-- Excretion
1921069	abaloparatide	Parathormone Receptor Agonists	A [Preparations]|Parathyroid Hormone-Related Peptide Analog	Bone Formation Stimulation|Bone Resorption Stimulation
1926958	risedronate sodium anhydrous	Bone Surface Interactions	R [Preparations]	Bone Resorption Inhibition
1545992	doxycycline anhydrous	Protein Synthesis Inhibitors	Tetracycline-class Drug|D [Preparations]	Cell Membrane Alteration|Decreased Mitosis|Decreased Protein Synthesis
3640	doxycycline	Protein Synthesis Inhibitors	Tetracycline-class Drug|D [Preparations]	Cell Membrane Alteration|Decreased Mitosis|Decreased Protein Synthesis
236647	doxycycline hydrochloride	Protein Synthesis Inhibitors	D [Preparations]	Cell Membrane Alteration|Decreased Mitosis|Decreased Protein Synthesis
203122	doxycycline monohydrate	Protein Synthesis Inhibitors	D [Preparations]	Cell Membrane Alteration|Decreased Mitosis|Decreased Protein Synthesis
82012	doxycycline calcium	Protein Synthesis Inhibitors	D [Preparations]	Cell Membrane Alteration|Decreased Mitosis|Decreased Protein Synthesis
23663	doxycycline hyclate	Protein Synthesis Inhibitors	D [Preparations]	Cell Membrane Alteration|Decreased Mitosis|Decreased Protein Synthesis
5175	hemin	Enzyme Inhibitors	H [Preparations]	Cellular Activity Alteration
267366	sodium ascorbate	Free Radical Scavenging Activity|Enzyme Interactions	S [Preparations]	Cellular Activity Alteration
61805	nitisinone	Cytochrome P450 2C9 Inhibitors|Organic Anion Transporter 1 Inhibitors|Organic Anion Transporter 3 Inhibitors|Hydroxyphenylpyruvate Dioxygenase Inhibitors|Cytochrome P450 2E1 Inducers	4-Hydroxyphenyl-Pyruvate Dioxygenase Inhibitor|N [Preparations]	Decreased Amino Acid Synthesis
1151	ascorbic acid	Free Radical Scavenging Activity|Enzyme Interactions	A [Preparations]|Vitamin C	Cellular Activity Alteration
735651	eltrombopag olamine	Organic Anion Transporting Polypeptide 1B1 Inhibitors|Breast Cancer Resistance Protein Inhibitors|Thrombopoietin Receptor Agonists|UGT1A4 Inhibitors|UGT2B15 Inhibitors|UGT1A6 Inhibitors|UGT1A1 Inhibitors|UGT1A9 Inhibitors|UGT1A3 Inhibitors|UGT2B7 Inhibitors	E [Preparations]	
711942	eltrombopag	Organic Anion Transporting Polypeptide 1B1 Inhibitors|Breast Cancer Resistance Protein Inhibitors|Thrombopoietin Receptor Agonists|UGT2B7 Inhibitors|UGT1A3 Inhibitors|UGT1A1 Inhibitors|UGT2B15 Inhibitors|UGT1A4 Inhibitors|UGT1A9 Inhibitors|UGT1A6 Inhibitors	Thrombopoietin Receptor Agonist|E [Preparations]	Increased Platelet Production|Increased Megakaryocyte Maturation
203148	ondansetron hydrochloride	Serotonin 5HT-3 Antagonists|Serotonin 3 Receptor Antagonists	O [Preparations]	Decreased Central Nervous System Serotonin Activity|Decreased Peripheral Nervous System Serotonin Activity|Emesis Suppression
221078	citalopram hydrobromide	Serotonin Uptake Inhibitors	C [Preparations]	Increased Central Nervous System Serotonin Activity
152761	acamprosate calcium	NMDA Receptor Antagonists|GABA A Modulators	A [Preparations]	Increased GABA Activity
3554	disulfiram	Acetyl Aldehyde Dehydrogenase Inhibitors	Aldehyde Dehydrogenase Inhibitor|D [Preparations]	Emesis|Positive Chronotropy
2556	citalopram	Serotonin Uptake Inhibitors	Serotonin Reuptake Inhibitor|C [Preparations]	Increased Central Nervous System Serotonin Activity
82819	acamprosate	NMDA Receptor Antagonists|GABA A Modulators	A [Preparations]	Increased GABA Activity
26225	ondansetron	Serotonin 5HT-3 Antagonists|Serotonin 3 Receptor Antagonists	Serotonin-3 Receptor Antagonist|O [Preparations]	Decreased Central Nervous System Serotonin Activity|Decreased Peripheral Nervous System Serotonin Activity|Emesis Suppression
2119176	ondansetron hydrochloride anhydrous	Serotonin 5HT-3 Antagonists	O [Preparations]	Decreased Central Nervous System Serotonin Activity|Decreased Peripheral Nervous System Serotonin Activity|Emesis Suppression
203143	fluvoxamine maleate	Serotonin Uptake Inhibitors	F [Preparations]	Increased Central Nervous System Serotonin Activity
2597	clomipramine	Norepinephrine Uptake Inhibitors|Serotonin Uptake Inhibitors	Tricyclic Antidepressant|C [Preparations]	Decreased Serotonin Degradation|Increased Central Nervous System Norepinephrine Activity
81984	clomipramine hydrochloride	Norepinephrine Uptake Inhibitors|Serotonin Uptake Inhibitors	C [Preparations]	Decreased Serotonin Degradation|Increased Central Nervous System Norepinephrine Activity
42355	fluvoxamine	Serotonin Uptake Inhibitors	Serotonin Reuptake Inhibitor|F [Preparations]	Increased Central Nervous System Serotonin Activity
1305760	povidone (K-30) simethicone emulsion	Unknown Cellular or Molecular Interaction	P [Preparations]	Unknown Physiological Effect
1310497	povidone K90	Unknown Cellular or Molecular Interaction	P [Preparations]	Unknown Physiological Effect
1305759	povidone K12	Unknown Cellular or Molecular Interaction	P [Preparations]	Unknown Physiological Effect
1297406	povidone K30	Unknown Cellular or Molecular Interaction	P [Preparations]	Unknown Physiological Effect
61773	flutrimazole	Ergosterol Synthesis Inhibitors	F [Preparations]	Decreased Cell Wall Integrity
8610	povidone	Unknown Cellular or Molecular Interaction	P [Preparations]	Unknown Physiological Effect
203220	betamethasone sodium phosphate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	B [Preparations]	Antipruritic Activity|Carbohydrate Metabolism Alteration|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Prostaglandin Activity|Decreased Protein Synthesis|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
215664	betamethasone dipropionate, augmented	Lipoxygenase Inhibitors|Glucocorticoid Receptor Agonists	B [Preparations]	Antipruritic Activity|Carbohydrate Metabolism Alteration|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Prostaglandin Activity|Decreased Protein Synthesis|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
227897	betamethasone valerate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	B [Preparations]	Antipruritic Activity|Carbohydrate Metabolism Alteration|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Prostaglandin Activity|Decreased Protein Synthesis|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
2635	coal tar	Unknown Cellular or Molecular Interaction	C [Preparations]	Antipruritic Activity
1514	betamethasone	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|B [Preparations]	Antipruritic Activity|Carbohydrate Metabolism Alteration|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Protein Synthesis|Decreased Prostaglandin Activity|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
1516	betamethasone acetate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	B [Preparations]	Antipruritic Activity|Carbohydrate Metabolism Alteration|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Protein Synthesis|Decreased Prostaglandin Activity|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
1517	betamethasone benzoate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	B [Preparations]	Antipruritic Activity|Carbohydrate Metabolism Alteration|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Prostaglandin Activity|Decreased Protein Synthesis|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
82101	sulfacetamide sodium	Para-Aminobenzoic Acid Inhibitors	S [Preparations]	Cellular Growth Phase Arrest|Cellular Synthetic Activity Alteration|Decreased Folic Acid Modification
90732	coal tar pitch volatiles	Unknown Cellular or Molecular Interaction	C [Preparations]	Antipruritic Activity
90735	coal tar extract	Unknown Cellular or Molecular Interaction	C [Preparations]	Antipruritic Activity
36345	selenium sulfide	Physiochemical Activity|Unknown Cellular or Molecular Interaction	S [Preparations]	Increased Glutathione Concentration|Cellular Degradation/Digestion Alteration
39952	zinc pyrithione	Proton Pump Inhibitors|Unknown Cellular or Molecular Interaction	Z [Preparations]	Decreased Cell Membrane Integrity|Decreased Mitosis
19254	betamethasone dipropionate	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	B [Preparations]	Carbohydrate Metabolism Alteration|Antipruritic Activity|Decreased Glucocorticoid Secretion|Decreased Leukotriene Activity|Decreased Lysosomal Function|Decreased Prostaglandin Activity|Decreased Protein Synthesis|Decreased Thromboxane Activity|Decreased Cellular Migration|Lipid Metabolism Alteration
20875	chloroxine	Unknown Cellular or Molecular Interaction	C [Preparations]	Decreased Mitosis
10169	sulfacetamide	Para-Aminobenzoic Acid Inhibitors	Sulfonamide Antibacterial|S [Preparations]	Cellular Growth Phase Arrest|Cellular Synthetic Activity Alteration|Decreased Folic Acid Modification
28031	itraconazole	P-Glycoprotein Inhibitors|Cytochrome P450 3A4 Inhibitors|Breast Cancer Resistance Protein Inhibitors|14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors	Azole Antifungal|I [Preparations]	Decreased Cell Wall Integrity
235370	trientine hydrochloride	Metal Chelating Activity	T [Preparations]	Increased Renal Ion Excretion
10798	trientine	Metal Chelating Activity|Copper Chelating Activity	T [Preparations]|Copper Chelator	Increased Renal Ion Excretion
2611541	trientine tetrahydrochloride	Metal Chelating Activity	T [Preparations]	Increased Renal Ion Excretion
1298838	gonadorelin diacetate tetrahydrate	Gonadotropin Releasing Hormone Receptor Agonists	G [Preparations]	Increased Follicle Stimulating Hormone Secretion|Increased Luteinizing Hormone Secretion
203147	nafarelin acetate	Gonadotropin Releasing Hormone Receptor Agonists|Hormone Receptor Agonists	N [Preparations]	Decreased Follicle Stimulating Hormone Secretion|Decreased Ovarian Estrogen Secretion|Decreased Testosterone Secretion|Increased GnRH Secretion|Decreased Luteinizing Hormone Secretion
204194	gonadorelin hydrochloride	Gonadotropin Releasing Hormone Receptor Agonists	G [Preparations]	Increased Follicle Stimulating Hormone Secretion|Increased Luteinizing Hormone Secretion
204193	gonadorelin acetate	Gonadotropin Releasing Hormone Receptor Agonists	G [Preparations]	Increased Follicle Stimulating Hormone Secretion|Increased Luteinizing Hormone Secretion
1294622	histrelin acetate	Gonadotropin Releasing Hormone Receptor Agonists	H [Preparations]	Decreased GnRH Secretion|Decreased Follicle Stimulating Hormone Secretion|Decreased Ovarian Estrogen Secretion|Decreased Testosterone Secretion|Decreased Luteinizing Hormone Secretion
50975	histrelin	Gonadotropin Releasing Hormone Receptor Agonists	H [Preparations]|Gonadotropin Releasing Hormone Receptor Agonist	Decreased GnRH Secretion|Decreased Follicle Stimulating Hormone Secretion|Decreased Ovarian Estrogen Secretion|Decreased Testosterone Secretion|Increased GnRH Secretion|Decreased Luteinizing Hormone Secretion
40137	tamoxifen citrate	Selective Estrogen Receptor Modulators	T [Preparations]	Decreased DNA Replication|Decreased Ovarian Estrogen Secretion|Stimulate Ovulation
28656	nafarelin	Gonadotropin Releasing Hormone Receptor Agonists|Hormone Receptor Agonists	Gonadotropin Releasing Hormone Receptor Agonist|N [Preparations]	Decreased Follicle Stimulating Hormone Secretion|Decreased Ovarian Estrogen Secretion|Decreased Testosterone Secretion|Increased GnRH Secretion|Decreased Luteinizing Hormone Secretion
10324	tamoxifen	Selective Estrogen Receptor Modulators	Estrogen Agonist/Antagonist|T [Preparations]	Decreased DNA Replication|Decreased Ovarian Estrogen Secretion|Stimulate Ovulation
6384	gonadorelin	Gonadotropin Releasing Hormone Receptor Agonists	G [Preparations]	Increased Follicle Stimulating Hormone Secretion|Increased Luteinizing Hormone Secretion
4325	fenbendazole		F [Preparations]	Decreased Cell Wall Integrity
4450	fluconazole	Cytochrome P450 2C9 Inhibitors|Cytochrome P450 2C19 Inhibitors|Cytochrome P450 3A4 Inhibitors|14-alpha Demethylase Inhibitors	Azole Antifungal|F [Preparations]	Decreased Cell Wall Integrity
37806	terconazole	14-alpha Demethylase Inhibitors	Azole Antifungal|T [Preparations]	Decreased Cell Membrane Integrity
38298	tioconazole	14-alpha Demethylase Inhibitors	Azole Antifungal|T [Preparations]	Decreased Cell Membrane Integrity
47464	butoconazole nitrate	14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors	B [Preparations]	Decreased Cell Membrane Integrity
19884	butoconazole	14-alpha Demethylase Inhibitors|Ergosterol Synthesis Inhibitors	Azole Antifungal|B [Preparations]	Decreased Cell Membrane Integrity
10184	sulfanilamide	Para-Aminobenzoic Acid Inhibitors	S [Preparations]	Decreased Folic Acid Modification
2560215	ibrexafungerp citrate	Glucan Synthase Inhibitors	I [Preparations]	
2560213	ibrexafungerp	Glucan Synthase Inhibitors	I [Preparations]|Triterpenoid Antifungal	
2602577	oteseconazole	Breast Cancer Resistance Protein Inhibitors|14-alpha Demethylase Inhibitors	Azole Antifungal|O [Preparations]	
2589225	tralokinumab	Interleukin-13 Antagonists	T [Preparations]|Interleukin-13 Antagonist	
1876376	dupilumab	Interleukin 4 Receptor alpha Antagonists	D [Preparations]|Interleukin-4 Receptor alpha Antagonist	Decreased Immunologic Activity
1099727	triprolidine tannate	Histamine H1 Receptor Antagonists	T [Preparations]	Decreased Histamine Activity
484288	tacrolimus monohydrate	Enzyme Inhibitors	T [Preparations]	Cellular Growth Phase Arrest|Decreased Cytokine Production|Decreased T Lymphocyte Production
4461	fluocinolone acetonide	Lipoxygenase Inhibitors|Corticosteroid Hormone Receptor Agonists|Glucocorticoid Receptor Agonists	Corticosteroid|F [Preparations]	Vasoconstriction|Antipruritic Activity|Decreased Immunologically Active Molecule Activity|Decreased Protein Synthesis
321952	pimecrolimus	Enzyme Inhibitors|Calcineurin Inhibitors	Calcineurin Inhibitor Immunosuppressant|P [Preparations]	Decreased Cytokine Activity|Decreased Cytokine Production|Increased Cytokine Degradation
3638	doxepin	Norepinephrine Uptake Inhibitors|Serotonin Uptake Inhibitors	Tricyclic Antidepressant|D [Preparations]	Decreased Serotonin Degradation|Increased Central Nervous System Norepinephrine Activity
203179	doxepin hydrochloride	Norepinephrine Uptake Inhibitors|Serotonin Uptake Inhibitors	D [Preparations]	Decreased Serotonin Degradation|Increased Central Nervous System Norepinephrine Activity
235991	anhydrous tacrolimus	Enzyme Inhibitors|Calcineurin Inhibitors	Calcineurin Inhibitor Immunosuppressant|A [Preparations]	Cellular Growth Phase Arrest|Decreased Cytokine Production|Decreased T Lymphocyte Production
